Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,2,3,Weekday,1600,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,NORTH WILLIS & WESTFIELD,39.18056,-86.543968
2015,2,3,Weekday,1400,2-Car,No injury,UNSAFE BACKING,S MONROE MEDICAL PARK,39.156144,-86.521648
2015,2,3,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,17TH & FESS,39.179008,-86.525888
2015,2,3,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832
2015,2,3,Weekday,1700,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,2400 S WALNUT & S WALNUT ST,39.16664,-86.5336
2015,2,3,Weekday,1900,Bus,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LONGVIEW & PETE ELLIS,39.166944,-86.495056
2015,2,3,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,10TH & COLLEGE,39.171744,-86.534768
2015,2,4,Weekday,300,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COPPER BEACH,39.15620685,-86.56997233
2015,2,4,Weekday,1100,1-Car,No injury,RAN OFF ROAD RIGHT,EAST ATWATER & HAWTHORNE,39.163232,-86.520176
2015,2,4,Weekday,1200,2-Car,No injury,UNSAFE BACKING,DECKARD & SR45,39.173648,-86.481888
2015,2,3,Weekday,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E WOODVIEW & SR46E,39.152,-86.3812
2015,2,1,Weekend,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,PARKING LOT 5 & WEST 45,0,0
2015,2,2,Weekday,1000,1-Car,No injury,RAN OFF ROAD RIGHT,RATLIFF & STARNS,0,0
2015,2,4,Weekday,1300,2-Car,No injury,UNSAFE BACKING,JORDAN & LAW,39.173552,-86.515488
2015,2,4,Weekday,1300,3+ Cars,functional,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,MILO B SAMPSON & SR46E,39.18907166,-86.52171325
2015,2,4,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,RANGE & STATE ROAD 46,0,0
2015,1,5,Weekday,2000,2-Car,No injury,FOLLOWING TOO CLOSELY,FORREST PARK DR & SR46E,39.21205902,-86.58701324
2015,2,3,Weekday,2000,Bus,No injury,ROADWAY SURFACE CONDITION,W STATE ROAD 46,39.2512,-86.652504
2015,2,4,Weekday,1500,1-Car,No injury,DRIVER ILLNESS,SALE & SR46,39.23414396,-86.62434641
2015,2,2,Weekday,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,DUNN & SR46E,39.186352,-86.528496
2015,2,2,Weekday,1600,2-Car,No injury,UNSAFE BACKING,17TH & WALNUT GROVE,39.17896861,-86.52179368
2015,2,4,Weekday,1300,1-Car,No injury,ROADWAY SURFACE CONDITION,SR446S & WALDRIP,39.06173282,-86.41444601
2015,2,3,Weekday,700,2-Car,No injury,UNSAFE BACKING,W GOURLEY,39.185232,-86.54060206
2015,2,7,Weekend,1300,2-Car,No injury,UNSAFE BACKING,SR45W,39.125312,-86.610496
2015,2,2,Weekday,800,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,FOXWOOD,39.09659958,-86.52765655
2015,2,2,Weekday,1000,2-Car,non-funcitonal,SPEED TOO FAST FOR WEATHER CONDITIONS,POPCORN & ROCKPORT,39.00366138,-86.58485006
2015,2,2,Weekday,1100,2-Car,No injury,IMPROPER PASSING,3RD & HAWTHORNE,39.16425012,-86.52009644
2015,2,3,Weekday,600,Bus,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,E GENTRY & SR446S,39.15744,-86.471456
2015,2,3,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E COTTAGE & FORREST,39.17264,-86.522432
2015,2,3,Weekday,1300,2-Car,No injury,UNSAFE BACKING,E 3RD,39.164465,-86.54881114
2015,2,3,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & EAST 2ND,0,0
2015,2,6,Weekday,1400,2-Car,functional,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768
2015,2,3,Weekday,1700,Bus,No injury,OVERCORRECTING/OVERSTEERING,ATWATER & JORDAN,39.16307055,-86.51640172
2015,2,3,Weekday,1400,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,I69S & TAPP,39.13652039,-86.55490112
2015,2,3,Weekday,1800,2-Car,No injury,UNSAFE BACKING,3RD,39.16471431,-86.57198258
2015,2,3,Weekday,1600,Bus,No injury,IMPROPER PASSING,E 3RD & S JORDAN,39.16426018,-86.51639644
2015,2,3,Weekday,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3RD,39.164752,-86.573104
2015,2,3,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792
2015,2,4,Weekday,1300,2-Car,No injury,IMPROPER LANE USAGE,ANDY & CANTLIN,39.20146979,-86.58952027
2015,2,3,Weekday,1400,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,GILHAM & SR45W,39.12619019,-86.61423768
2015,2,6,Weekday,1300,2-Car,No injury,UNSAFE BACKING,N HARTSTRAIT,39.19372177,-86.61161804
2015,2,4,Weekday,1200,Bus,No injury,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN,39.16426449,-86.5226336
2015,2,4,Weekday,1000,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37,39.12221377,-86.57112747
2015,2,4,Weekday,900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W GORDON,39.12156008,-86.53915978
2015,2,4,Weekday,1400,3+ Cars,No injury,FOLLOWING TOO CLOSELY,2ND & WALKER,39.16142978,-86.54615754
2015,2,3,Weekday,1600,2-Car,No injury,LEFT OF CENTER,S ROCKPORT & W ROCKEAST,39.56294552,-86.61335974
2015,2,4,Weekday,1600,2-Car,No injury,UNSAFE BACKING,W 3RD,39.164848,-86.57961274
2015,2,4,Weekday,1200,2-Car,No injury,IMPROPER LANE USAGE,ATWATER & JORDAN,39.163168,-86.516384
2015,2,4,Weekday,1000,2-Car,No injury,UNSAFE BACKING,N MORTON,39.173216,-86.536
2015,2,4,Weekday,1500,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,S CORY & W 3RD,39.164544,-86.560096
2015,2,5,Weekday,600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,17TH & COLLEGE,39.17896,-86.53472
2015,2,4,Weekday,1200,2-Car,No injury,UNSAFE BACKING,E 8TH & N FESS,39.1696,-86.525712
2015,2,5,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HENDERSON,39.163344,-86.5272
2015,2,5,Weekday,800,2-Car,No injury,FOLLOWING TOO CLOSELY,DILLMAN ROAD & SR37S,39.092976,-86.545648
2015,2,3,Weekday,2000,2-Car,non-funcitonal,LEFT OF CENTER,LODGE & ROCKPORT,39.07883089,-86.59434062
2015,2,5,Weekday,1600,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,HUNTER & WOODLAWN,39.18335789,-86.52263
2015,2,5,Weekday,1500,3+ Cars,No injury,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIT & SR46W,39.20619965,-86.61134338
2015,2,5,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,DUNN & SR46,39.18629,-86.52800767
2015,2,5,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,FESS & THIRD,39.164448,-86.525792
2015,2,2,Weekday,2100,1-Car,No injury,UNSAFE SPEED,MT CARMEL & NORTH COUNTY LINE,39.296352,-86.684896
2015,2,4,Weekday,1500,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,SR45W & STANFORD,39.09012095,-86.66591732
2015,2,5,Weekday,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,SR45W,39.125312,-86.610496
2015,2,5,Weekday,1600,2-Car,No injury,IMPROPER LANE USAGE,CLEAR CREEK & S COLLEGE,39.111152,-86.5348
2015,2,4,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,S CURRY & SR45W,39.142048,-86.582592
2015,2,4,Weekday,1600,2-Car,No injury,IMPROPER TURNING,S OLD STATE ROAD 37,39.137088,-86.53056
2015,2,5,Weekday,2000,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S OLD SR 37,39.137088,-86.53056
2015,2,5,Weekday,1200,2-Car,non-funcitonal,IMPROPER PASSING,3RD & LIBERTY,39.11173798,-86.57913006
2015,2,6,Weekday,700,2-Car,No injury,UNSAFE BACKING,KIRKWOOD & WALNUT,39.16664,-86.53338831
2015,2,6,Weekday,800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024
2015,2,6,Weekday,900,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,S ROGERS & W DODDS,39.157616,-86.538592
2015,2,6,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S JEFFERSON,39.164304,-86.506992
2015,2,6,Weekday,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & ROGERS,39.13992,-86.538416
2015,2,6,Weekday,1300,3+ Cars,non-funcitonal,FOLLOWING TOO CLOSELY,EAST 3RD & SR46E,39.16619049,-86.46728758
2015,2,6,Weekday,1400,2-Car,No injury,IMPROPER LANE USAGE,E 7TH & N FORREST,39.16846653,-86.52117709
2015,2,6,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,RIDGESPRINGS & SR46W,0,0
2015,2,6,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,WALNUT,39.18650045,-86.53435337
2015,2,6,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,FEE & SR45W,39.186032,-86.51984
2015,2,6,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,NORTH WALNUT & SR46,39.18716267,-86.53412019
2015,2,6,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,SOUTH OAKDALE & SR45E,39.14976538,-86.56883016
2015,2,6,Weekday,400,1-Car,No injury,RAN OFF ROAD RIGHT,N JENNER & N MT TABOR,39.32758974,-86.62634029
2015,2,6,Weekday,400,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.18584,-86.537872
2015,2,6,Weekday,1200,2-Car,No injury,UNSAFE BACKING,S HENDERSTON,39.13727951,-86.5280075
2015,2,7,Weekend,800,2-Car,non-funcitonal,DISREGARD SIGNAL/REG SIGN,1ST & COLLEGE,39.15944,-86.53488
2015,2,7,Weekend,800,1-Car,functional,ROADWAY SURFACE CONDITION,2300 BLK VERNAL & LEMON,39.17693733,-86.55863439
2015,2,7,Weekend,1100,1-Car,No injury,RAN OFF ROAD RIGHT,E CEDARWOOD,39.162352,-86.465488
2015,2,7,Weekend,1100,2-Car,No injury,IMPROPER LANE USAGE,N WALNUT & SR4546W,39.186368,-86.5344
2015,2,7,Weekend,1300,2-Car,No injury,UNSAFE BACKING,NORTH KINSER,39.187124,-86.53782337
2015,2,7,Weekend,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3585 W BLOOMFIELD & BLOOMFIELD,39.148144,-86.572992
2015,2,7,Weekend,1500,2-Car,No injury,IMPROPER TURNING,6TH & LINCOLN,39.16768436,-86.53081568
2015,2,6,Weekday,1600,2-Car,No injury,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.31185648,-86.5127544
2015,2,7,Weekend,1600,2-Car,No injury,UNSAFE BACKING,S ROLLING RIDGE,39.133744,-86.50592
2015,2,7,Weekend,1900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E BUICK CADILLAC,39.15825796,-86.49702465
2015,2,6,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR 37,39.12201105,-86.5709031
2015,2,7,Weekend,2100,2-Car,No injury,ROADWAY SURFACE CONDITION,SR 37 & SR46W,39.30670166,-86.5161972
2015,3,1,Weekend,0,2-Car,No injury,LEFT OF CENTER,COLLEGE MALL & SR46E,39.16424,-86.4984
2015,2,7,Weekend,2100,2-Car,No injury,FOLLOWING TOO CLOSELY,ALLEN & PATTERSON,39.15563017,-86.54330983
2015,3,1,Weekend,200,Bus,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E 10TH & N JORDAN,39.171552,-86.515728
2015,3,1,Weekend,300,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E 1OTH,39.17275989,-86.50468596
2015,3,1,Weekend,100,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E 7TH & N SUNRISE,39.16853026,-86.51242017
2015,2,4,Weekday,1400,1-Car,No injury,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S LEONARD SPRINGS,39.133808,-86.58258358
2015,3,1,Weekend,900,2-Car,No injury,UNSAFE BACKING,E 3RD,39.16464,-86.53211918
2015,2,7,Weekend,2100,2-Car,functional,DISREGARD SIGNAL/REG SIGN,S KIRBY & SR48W,39.16504,-86.610704
2015,3,1,Weekend,1400,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROGERS & SNODDY,39.13576,-86.489488
2015,3,1,Weekend,1600,2-Car,No injury,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768
2015,3,1,Weekend,1500,2-Car,No injury,UNSAFE BACKING,S COLLEGE,39.16115717,-86.53485253
2015,3,1,Weekday,2200,3+ Cars,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST & ROGERS,39.159504,-86.538592
2015,3,1,Weekday,2300,2-Car,No injury,UNSAFE BACKING,ROSE,39.1662177,-86.51097988
2015,2,6,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SR37N & VICTOR,39.09431839,-86.55906677
2015,3,2,Weekday,900,Bus,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DYER & N BLAIR,39.17529009,-86.54432974
2015,3,2,Weekday,800,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,RATLIFF & THOMAS,39.21519851,-86.63041195
2015,3,2,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E VARSITY,39.182975,-86.529121
2015,3,2,Weekday,1200,2-Car,No injury,IMPROPER LANE USAGE,E COVENANTER & S AUTO MALL,0,0
2015,3,2,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,10TH & FEE,39.17158912,-86.51939366
2015,3,2,Weekday,1500,2-Car,No injury,IMPROPER PASSING,E LAW & FEE,39.17392294,-86.51845431
2015,3,1,Weekday,2200,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & UNION,39.171472,-86.509376
2015,3,2,Weekday,1900,2-Car,No injury,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392
2015,3,2,Weekday,1800,3+ Cars,No injury,FAILURE TO YIELD RIGHT OF WAY,17TH & WOODBURN,39.178976,-86.536032
2015,3,2,Weekday,1800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S KINGSTON,39.16655822,-86.492816
2015,3,2,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37,39.20824,-86.554704
2015,3,2,Weekday,1400,2-Car,No injury,UNSAFE BACKING,S LIBERTY,39.145264,-86.577616
2015,3,2,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,RHORER & S OLD ST RD 37,39.12141994,-86.53134986
2015,3,2,Weekday,1000,2-Car,No injury,UNSAFE BACKING,S LANDMARK,39.1593799,-86.5537101
2015,3,1,Weekend,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,15TH & NORTH WALNUT,39.176848,-86.533424
2015,3,2,Weekday,1600,2-Car,No injury,FOLLOWING TOO CLOSELY,E MONROE DAM & SR37S,39.01996772,-86.53611979
2015,3,2,Weekday,1700,2-Car,functional,FOLLOWING TOO CLOSELY,FRANKLIN & WEST THIRD,39.164688,-86.5712
2015,3,2,Weekday,1900,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,EAST THIRD & PARK RIDGE,39.16424,-86.476096
2015,3,2,Weekday,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,COLLEGE & KIRKWOOD,39.16664,-86.53444718
2015,3,3,Weekday,800,2-Car,No injury,UNSAFE BACKING,N JACKSON & W 17TH,39.179024,-86.539616
2015,3,7,Weekend,1100,2-Car,No injury,UNSAFE BACKING,3RD,39.16424,-86.49307941
2015,3,7,Weekend,1300,2-Car,No injury,IMPROPER TURNING,HIGHLAND & THIRD,39.16426229,-86.51775641
2015,3,7,Weekend,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,E 10TH & FORREST,39.17163022,-86.52237989
2015,3,7,Weekend,1400,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,0,0
2015,3,7,Weekend,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SR46E & WALNUT,39.186368,-86.5344
2015,3,7,Weekend,1700,3+ Cars,No injury,FOLLOWING TOO CLOSELY,CHAMBERS & SR37N,39.30947257,-86.51445927
2015,3,6,Weekday,1000,2-Car,No injury,UNSAFE BACKING,LEONARD SPRINGS,39.14107513,-86.58297729
2015,3,7,Weekend,1100,2-Car,No injury,UNSAFE BACKING,W WAMPLER,39.33501622,-86.59342205
2015,3,1,Weekend,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,PETE ELLIS & SR46E,39.16424,-86.495088
2015,3,1,Weekend,1400,2-Car,No injury,UNSAFE BACKING,S WALNUT,39.12392521,-86.52665691
2015,3,5,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SR37 & VERNAL,39.17645167,-86.56253061
2015,3,1,Weekday,2300,2-Car,No injury,UNSAFE BACKING,E 3RD,39.16456,-86.5550845
2015,3,6,Weekday,1600,2-Car,No injury,UNSAFE BACKING,N FEE,39.17612549,-86.51898236
2015,3,2,Weekday,800,2-Car,functional,UNSAFE SPEED,17TH & FEE,39.1789307,-86.51916841
2015,3,2,Weekday,1100,2-Car,No injury,FOLLOWING TOO CLOSELY,PATTERSON & S ROGERS,39.15379018,-86.53875008
2015,3,2,Weekday,1400,2-Car,No injury,UNSAFE BACKING,NORTH FAIRVIEW & WEST KIRKWOOD,39.166704,-86.5408
2015,3,1,Weekend,1700,2-Car,No injury,IMPROPER TURNING,NORTH COLLEGE & TENTH,0,0
2015,3,2,Weekday,1600,2-Car,functional,DISREGARD SIGNAL/REG SIGN,SR37 & SR45W,39.148144,-86.572992
2015,3,2,Weekday,1700,2-Car,No injury,IMPROPER TURNING,E ATWATER,39.16335678,-86.51499176
2015,3,2,Weekday,1200,2-Car,No injury,UNSAFE BACKING,SOUTH FESS,39.16406237,-86.52593381
2015,3,2,Weekday,1700,2-Car,functional,FOLLOWING TOO CLOSELY,JORDAN & LINGELBACH,39.17714755,-86.51252555
2015,3,1,Weekday,2200,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,N HARTSTRAIT & W MAJESTIC WOODS,39.2458553,-86.61127969
2015,3,2,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & KINGSTON,39.16424,-86.492944
2015,3,2,Weekday,1300,1-Car,No injury,RAN OFF ROAD RIGHT,S WEIMER & W WAPEHANI,39.142608,-86.562048
2015,3,2,Weekday,1400,2-Car,No injury,UNSAFE SPEED,17TH & N WOODLAWN,39.178992,-86.523504
2015,1,5,Weekday,700,2-Car,No injury,UNSAFE SPEED,WALNUT & WINSLOW,39.13597025,-86.53111846
2015,2,6,Weekday,1400,2-Car,No injury,IMPROPER TURNING,CURRY & VERNAL,39.17650909,-86.58312857
2015,2,7,Weekend,1300,2-Car,No injury,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37S & TAPP,39.13704,-86.572896
2015,3,3,Weekday,900,2-Car,functional,FOLLOWING TOO CLOSELY,S PATTERSON & W 3RD,39.16344009,-86.55128002
2015,3,3,Weekday,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,PATTERSON,39.16217342,-86.54991075
2015,3,3,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY,0,0
2015,3,3,Weekday,1300,2-Car,No injury,UNSAFE LANE MOVEMENT,JORDAN & THIRD,0,0
2015,3,3,Weekday,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & SR45,39.14596012,-86.57747102
2015,3,3,Weekday,1700,2-Car,No injury,UNSAFE BACKING,S WASHINGTON,39.1710031,-86.5324
2015,3,3,Weekday,1800,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,SR37N & WEST VERNAL,39.17580534,-86.56344483
2015,3,3,Weekday,1700,2-Car,No injury,UNSAFE BACKING,E THIRD,39.0803299,-86.51473999
2015,3,3,Weekday,1700,2-Car,No injury,UNSAFE BACKING,N DUNN,39.180352,-86.5284
2015,3,3,Weekday,2100,2-Car,functional,IMPROPER LANE USAGE,FESS & THIRD,39.16427777,-86.52588752
2015,3,3,Weekday,1200,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,S LIBERTY & W 3RD,39.16461021,-86.57913006
2015,3,3,Weekday,1200,1-Car,No injury,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,DANIELS,39.16671172,-86.59908838
2015,3,7,Weekend,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,37 & GORDON,39.73761023,-86.274728
2015,3,7,Weekend,1200,1-Car,No injury,OVERCORRECTING/OVERSTEERING,CHURCH & RAMP,0,0
2015,3,3,Weekday,800,2-Car,No injury,UNSAFE SPEED,DILLMAN & SR37,39.09023917,-86.54535097
2015,3,3,Weekday,2200,1-Car,No injury,IMPROPER LANE USAGE,400 W TERRACE & S ROGERS,39.127616,-86.538688
2015,3,4,Weekday,1200,2-Car,No injury,UNSAFE BACKING,E 3RD,39.16443758,-86.54775367
2015,3,4,Weekday,1600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,NORTH DUNN & TAMARACK,39.25556115,-86.52857981
2015,3,4,Weekday,1400,2-Car,No injury,IMPROPER LANE USAGE,N COLLEGE & W 7TH,39.16697343,-86.5348602
2015,3,4,Weekday,1900,2-Car,No injury,FOLLOWING TOO CLOSELY,10TH & SUNRISE,39.17157993,-86.5124885
2015,3,4,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,CHANDLER & SR46W,39.23506165,-86.61779785
2015,3,4,Weekday,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,N DANIELS,39.16671172,-86.59908838
2015,3,4,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,INDRUSTRIAL & SR45W,39.14359867,-86.58030842
2015,3,4,Weekday,1800,Pedestrian,functional,PEDESTRIAN ACTION,SUGAR MAPLE,39.15650725,-86.58816576
2015,3,1,Weekend,0,3+ Cars,functional,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR46S & THIRD,39.16424006,-86.49827018
2015,3,5,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E 13TH & N INDIANA,39.175504,-86.527104
2015,3,4,Weekday,1800,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,BASSWOOD & BLOOMFIELD,39.14978027,-86.56889006
2015,3,7,Weekend,1000,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,3RD & LIBERTY,38.95312131,-86.57913006
2015,3,5,Weekday,1200,2-Car,No injury,UNSAFE BACKING,WALNUT,39.17839758,-86.53339992
2015,3,5,Weekday,1500,2-Car,No injury,UNSAFE SPEED,BRYANTS CREEK & SR37,39.33676612,-86.51067628
2015,3,5,Weekday,1200,1-Car,No injury,RAN OFF ROAD RIGHT,S BUCKNER,39.16409502,-86.54457045
2015,3,5,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,7TH & LINCOLN,39.16864,-86.53125663
2015,3,5,Weekday,1500,1-Car,No injury,OVERCORRECTING/OVERSTEERING,CURRY & STONE CARVER,0,0
2015,3,5,Weekday,1700,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,LEGACY & MOUNT TABOR,39.26170215,-86.62624977
2015,3,5,Weekday,1900,3+ Cars,No injury,RAN OFF ROAD RIGHT,BURMA,39.141616,-86.542032
2015,3,7,Weekend,300,3+ Cars,No injury,UNSAFE LANE MOVEMENT,1ST & GRANT,39.177776,-86.5296
2015,3,6,Weekday,700,2-Car,No injury,UNSAFE SPEED,10TH & 45 46,0,0
2015,3,6,Weekday,700,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,SR45 & SR46,39.14511871,-86.57756805
2015,3,6,Weekday,900,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,FOX HOLLOW & SR37,39.28922813,-86.51836149
2015,3,3,Weekday,2000,Pedestrian,functional,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,W 7TH,39.168848,-86.55378253
2015,3,6,Weekday,700,Bus,No injury,FAILURE TO YIELD RIGHT OF WAY,DODDS & WASHINGTON,39.15738031,-86.53243012
2015,3,6,Weekday,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E RHORER & S WALNUT ST,39.12144,-86.526496
2015,3,6,Weekday,800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S ROGERS,39.16152,-86.538592
2015,3,6,Weekday,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HENDERSON & WINSLOW,39.136144,-86.52662367
2015,3,4,Weekday,1800,Pedestrian,No injury,DISREGARD SIGNAL/REG SIGN,RITTER & SALE,39.232048,-86.627296
2015,3,6,Weekday,1400,3+ Cars,No injury,FAILURE TO YIELD RIGHT OF WAY,13TH & INDIANA,39.175504,-86.527104
2015,3,6,Weekday,1600,1-Car,No injury,UNSAFE BACKING,EAST 3RD,39.16464,-86.5324
2015,3,5,Weekday,2000,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & SR37S,39.11664474,-86.5659002
2015,3,6,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,3RD & WOODLAWN,39.16438374,-86.52364965
2015,3,6,Weekend,2300,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,39.16464,-86.5336
2015,3,6,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,N DUNN & SR4546E,39.186352,-86.528496
2015,3,5,Weekday,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,FLATWOODS & SR46W,39.25347374,-86.65441007
2015,3,7,Weekend,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,N MADISON & W 17TH,39.178992,-86.537792
2015,3,7,Weekend,2000,2-Car,No injury,IMPROPER TURNING,SWAIN & THIRD,39.16425012,-86.51525996
2015,3,7,Weekend,2100,2-Car,No injury,UNSAFE BACKING,S WALNUT STREET,39.13656457,-86.52910857
2015,3,7,Weekend,1800,Cyclist,No injury,FAILURE TO YIELD RIGHT OF WAY,N PETE ELLIS,39.16743,-86.495047
2015,3,1,Weekend,900,3+ Cars,non-funcitonal,FOLLOWING TOO CLOSELY,SR37N & WAYPORT,39.25917759,-86.52426508
